46531,1465,4G,2:0:0,4G,0-2:0:0,3.52,1,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46535,2930,4G,2:0:0,4G,0-2:0:0,6.38,2,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46534,4395,4G,2:0:0,4G,0-2:0:0,9.24,4,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46533,5860,4G,2:0:0,4G,0-2:0:0,12.10,5,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46532,7325,4G,2:0:0,4G,0-2:0:0,14.96,7,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46571,0,2G,2:0:0,2G,0-2:0:0,10.93,1,COMPLETED,ld32,,useSomeMemTimeNoInput.sh,none
46572,0,2G,2:0:0,2G,0-2:0:0,13.23,1,COMPLETED,ld32,,useSomeMemTimeNoInput.sh,none
46573,0,2G,2:0:0,2G,0-2:0:0,16.66,2,COMPLETED,ld32,,useSomeMemTimeNoInput.sh,none
46881,4395,2G,2:0:0,15M,0-0:9:0,0,0,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none,slurm-%j.out slurm-Qzipzr0t.sh slurm-%j.err,1,compute-dev04,slurm-46881.err,Sat Jan 28 12:54:10 EST 2023,"/home/ld32/smartSlurm/bin/ssbatch --comment=SSBATCH_I=bigText3.txt SSBATCH_S=useSomeMemTimeAccordingInputSize.sh -A rccg -p priority job1.sh run"
47027,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Fri Mar 10 21:04:51 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47028,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Fri Mar 10 21:05:28 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D 47027 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
47029,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Fri Mar 10 21:07:14 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47030,1228505,8G,12:0:0,8G,0-12:0:0,0,1,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Fri Mar 10 21:09:21 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47031,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Fri Mar 10 21:09:24 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47032,1634125,8G,30,8G,0-0:30:0,0,1,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Fri Mar 10 21:09:50 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D 47031 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
47033,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Fri Mar 10 21:11:26 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47034,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Fri Mar 10 21:11:30 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47035,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Fri Mar 10 21:11:58 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D 47034 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
47037,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Fri Mar 10 21:17:05 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47036,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Fri Mar 10 21:17:05 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47038,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Fri Mar 10 21:17:33 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D 47037 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
47040,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 07:26:55 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47039,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 07:26:55 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47042,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 07:27:19 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47043,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 07:27:22 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47044,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Sat Mar 11 07:27:49 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D 47043 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
47045,1228505,8G,12:0:0,8G,0-12:0:0,0,1,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 07:51:20 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47046,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 07:51:20 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47047,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Sat Mar 11 07:51:47 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D 47046 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
